Provinsi,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Jawa Tengah,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,75837.83
Maluku,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,617.59
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,16345.54
Nusa Tenggara Barat,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,101.11
Lampung,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,1314.8
Bengkulu,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,100.87
Bali,Kayu Tanaman,Kayu Indah,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,39.95
Bali,Kayu Tanaman,Kayu Indah,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,65.58
Riau,Kayu Tanaman,Kayu Indah,Wood Pellet,Kerajinan,0.0
Bali,Kayu Tanaman,Kelompok Meranti,Blockboard,Kerajinan,19.29
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Blockboard,Kerajinan,86.8
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Chipwood,Kerajinan,37130.1
Sumatera Utara,Kayu Tanaman,Kelompok Meranti,Chipwood,Kerajinan,127353.79
Sulawesi Tenggara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,0.0
Papua,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,11422.32
Sumatera Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,22342.75
Kalimantan Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,5129.12
Kalimantan Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,8135.33
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,1917.56
Gorontalo,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,1402.65
Kalimantan Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,7701.25
Sumatera Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,0.0
Sulawesi Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,600.28
Kalimantan Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,631.83
Kalimantan Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,1932.23
Kalimantan Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,6964.98
Lampung,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,5703.84
Sumatera Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,98.45
Kalimantan Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,3923.69
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,1842.35
Kepulauan Riau,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,0.0
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,84735.06
Sulawesi Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,2127.41
Aceh,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,311.22
Banten,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,7328.96
Kalimantan Utara,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,0.0
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,16572.51
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,3061.24
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,0.0
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Bare Core,Kerajinan,3252.74
Jawa Timur,Kayu Tanaman,Rimba Campuran,Bare Core,Kerajinan,6695.05
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Bare Core,Kerajinan,10480.4
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Blockboard,Kerajinan,8490.54
Kalimantan Tengah,Kayu Tanaman,Rimba Campuran,Chipwood,Kerajinan,0.0
Lampung,Kayu Tanaman,Rimba Campuran,Chipwood,Kerajinan,11580.75
Papua Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,6772.0
Jawa Timur,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,74956.61
Kalimantan Barat,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,16445.09
Bali,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,484.79
Kalimantan Utara,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,13453.8
Bali,Kayu Tanaman,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,2.6
Bali,Kayu Tanaman,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,62.74
Riau,Kayu Tanaman,Rimba Campuran,Wood Pellet,Kerajinan,1629.83
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,243.22
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,5337.87
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,79.19
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,6573.13
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,252.18
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,0.0
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,18.91
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,9.38
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,617.14
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,20721.64
Riau,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,1913290.99
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,39.6
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,942902.17
Papua Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,308.47
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,852.71
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1996.94
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,5718.07
Sulawesi Tenggara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1226.44
Sulawesi Tenggara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,759.43
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1295.08
Sulawesi Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1365.03
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,6296.21
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,13661.37
Sulawesi Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,4322.04
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,8887.93
Nusa Tenggara Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,179.22
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,2165.91
Sulawesi Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,14204.99
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,30406.47
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,15119.56
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,95752.04
Nusa Tenggara Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,145.27
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Particle Board,Panel,8716.77
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,127092.66
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,90013.96
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,18018.48
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,0.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,0.0
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,3160.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,107.07
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,4081.37
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,177.39
Sulawesi Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,3219.84
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,2554.07
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,547.68
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,4308.76
Papua,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,6343.52
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,121.91
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,170.08
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,5122.27
Riau,Kayu Tanaman,Hutan Tanaman Industri,Wood Pellet,Panel,1271.23
Kalimantan Selatan,Kayu Tanaman,Jenis Kayu Lainnya,Blockboard,Panel,0.0
Kalimantan Timur,Kayu Tanaman,Jenis Kayu Lainnya,Chipwood,Panel,0.0
Papua,Kayu Tanaman,Jenis Kayu Lainnya,Chipwood,Panel,0.0
Jawa Barat,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,2058.49
Maluku Utara,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,1156.43
Lampung,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,5336.02
Kalimantan Barat,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,18260.4
Riau,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,5013.64
Jambi,Kayu Tanaman,Jenis Kayu Lainnya,Veneer,Panel,5477.62
Lampung,Kayu Tanaman,Jenis Kayu Lainnya,Veneer,Panel,3060.08
Jambi,Kayu Tanaman,Kayu Eboni,Chipwood,Panel,284653.49
Jambi,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,4279.73
DKI Jakarta,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,135.63
Bali,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,518.19
Jambi,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,9515.07
Bali,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,399.73
Jawa Tengah,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,83838.47
Kalimantan Utara,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,11805.01
Sumatera Utara,Kayu Tanaman,Kayu Eboni,Pulp,Panel,18155.57
Kalimantan Barat,Kayu Tanaman,Kayu Eboni,Veneer,Panel,0.0
Jawa Tengah,Kayu Tanaman,Kayu Indah,Bare Core,Panel,7798.74
Jawa Timur,Kayu Tanaman,Kayu Indah,Bare Core,Panel,6361.62
Jawa Timur,Kayu Tanaman,Kayu Indah,Bare Core,Panel,6378.6
Jawa Timur,Kayu Tanaman,Kayu Indah,Bare Core,Panel,4406.32
Jawa Tengah,Kayu Tanaman,Kayu Indah,Bare Core,Panel,5969.55
Riau,Kayu Tanaman,Kayu Indah,Blockboard,Panel,21.66
Jawa Tengah,Kayu Tanaman,Kayu Indah,Chipwood,Panel,0.0
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Chipwood,Panel,0.0
Papua Barat,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,4876.0
Aceh,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,741.05
Kalimantan Barat,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,443.53
DKI Jakarta,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,0.0
Kalimantan Barat,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,1074.52
Riau,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,9656.3
Bengkulu,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,0.0
Lampung,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,5527.77
Maluku,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,598.3
Riau,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,8914.97
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,6021.76
Kalimantan Tengah,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,9004.83
Lampung,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,248.01
Banten,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,10530.05
Banten,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,8647.13
Riau,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,3711.26
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,20736.67
Jawa Tengah,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,53259.15
Sumatera Selatan,Kayu Tanaman,Kayu Indah,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Panel,331.33
Jawa Timur,Kayu Tanaman,Kayu Indah,Particle Board,Panel,1085.04
Sumatera Selatan,Kayu Tanaman,Kayu Indah,Pulp,Panel,279255.07
Jambi,Kayu Tanaman,Kayu Indah,Pulp,Panel,76138.19
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Veneer,Panel,605.83
Lampung,Kayu Tanaman,Kayu Indah,Veneer,Panel,2351.17
Sulawesi Selatan,Kayu Tanaman,Kayu Indah,Veneer,Panel,6666.04
Nusa Tenggara Barat,Kayu Tanaman,Kayu Indah,Veneer,Panel,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kayu Indah,Veneer,Panel,159.45
Sulawesi Tengah,Kayu Tanaman,Kayu Indah,Veneer,Panel,18.49
Riau,Kayu Tanaman,Kayu Indah,Veneer,Panel,475.96
Aceh,Kayu Tanaman,Kayu Indah,Veneer,Panel,337.95
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kelompok Meranti,Blockboard,Panel,387.59
Kalimantan Barat,Kayu Tanaman,Kelompok Meranti,Blockboard,Panel,0.0
Jawa Barat,Kayu Tanaman,Kelompok Meranti,Blockboard,Panel,0.0
Papua Barat,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,1798.96
Sulawesi Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,304.98
Maluku Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,46.06
Gorontalo,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,123.39
Kalimantan Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,2291.14
Bali,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,284.87
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,0.0
Kepulauan Riau,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,105.5
Bali,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,184.53
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,3511.17
Kalimantan Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,1678.32
Maluku Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,266.93
Sulawesi Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,205.92
Riau,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,9216.28
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,53862.12
Jambi,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,1249.39
Riau,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,8422.84
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,79459.29
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,108670.03
Riau,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,3754.04
Papua,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,20351.16
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Pulp,Panel,271317.23
Lampung,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,2891.4
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,3050.15
Kalimantan Barat,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,1322.94
Maluku,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,988.03
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Bare Core,Panel,6316.89
Riau,Kayu Tanaman,Rimba Campuran,Blockboard,Panel,0.0
Jawa Barat,Kayu Tanaman,Rimba Campuran,Blockboard,Panel,898.85
Kalimantan Timur,Kayu Tanaman,Rimba Campuran,Blockboard,Panel,0.0
Papua Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,0.0
Lampung,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,6650.29
Maluku,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,381.51
Sulawesi Selatan,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,190.69
Sulawesi Tenggara,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,1832.91
Bali,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,578.51
Sumatera Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,1093.42
Lampung,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,7078.88
Riau,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,5949.01
Kalimantan Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,7708.88
Maluku,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,808.24
Kalimantan Selatan,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,5073.16
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,1488.88
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,2792.61
Jawa Timur,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,85655.88
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,55829.0
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,2511.13
Sulawesi Selatan,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,830.2
Riau,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,9135.52
Banten,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,0.0
Kalimantan Utara,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,10643.3
Banten,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,8470.66
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,1589.09
Riau,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,4617.87
Kalimantan Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,5713.83
Daerah Istimewa Yogyakarta,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,0.0
Bali,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,191.83
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,76668.54
Sumatera Utara,Kayu Tanaman,Rimba Campuran,Pulp,Panel,9075.35
Jawa Timur,Kayu Tanaman,Rimba Campuran,Veneer,Panel,15279.3
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Veneer,Panel,5134.28
Sumatera Utara,Kayu Tanaman,Rimba Campuran,Veneer,Panel,2425.92
Kalimantan Timur,Kayu Tanaman,Rimba Campuran,Veneer,Panel,4785.48
Sulawesi Selatan,Kayu Tanaman,Rimba Campuran,Veneer,Panel,5113.68
Kalimantan Utara,Kayu Tanaman,Rimba Campuran,Veneer,Panel,158.47
Papua,Kayu Tanaman,Rimba Campuran,Veneer,Panel,5714.84
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Paper,7396.65
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Paper,5608.43
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Paper,3174.41
Bali,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,10117.54
Riau,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,9637.01
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,1.88
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,209.51
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,7992.21
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,973425.92
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,887771.3
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,23487.21
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,10057.88
Papua Barat,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,1555.1
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,782985.64
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,70377.65
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,23344.05
Sulawesi Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,890.43
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,1016.56
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,163.78
Maluku Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,120.84
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,2651.65
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,4175.08
Bengkulu,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,1045.95
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,18926.86
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,0.0
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,7068.05
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,10949.32
Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,2942.95
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,122739.91
Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,2756.03
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,12006.82
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,148160.0
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Paper,0.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Particle Board,Paper,0.0
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,17869.53
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,205739.9
Riau,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,371936.56
Riau,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,342834.57
Riau,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,333427.96
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,16340.49
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,96136.63
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Paper,15296.91
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,4456.8
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,2186.55
Papua,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,5221.13
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,2454.04
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,1092.06
Riau,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,338.13
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Paper,31004.44
